Order_ID,Order_Date,Customer_ID,Customer_Name,Product,Category,City,Region,Quantity,Unit_Price,Discount_Percent,Sales,Profit,Payment_Mode,Order_Status
ORD0187,2025-08-15,CUST0014,Customer_036,T-Shirt,Clothing,Hyderabad,South,5.0,20703.87,15,87991.45,16872.27,UPI,Completed
ORD0188,2025-08-16,CUST0075,Customer_067,Yoga Mat,Sports,Agra,North,5.0,8854.15,0,44270.75,7116.99,COD,Completed
ORD0189,2025-08-17,CUST0012,Customer_049,Shampoo,Beauty,Agra,North,3.0,14492.31,15,36955.39,8140.72,Credit Card,Completed
ORD0190,2025-08-19,CUST0015,Customer_021,Cricket Bat,Sports,Lucknow,North,3.0,19813.75,15,50525.06,10799.58,Debit Card,Completed
ORD0191,2025-08-20,CUST0025,Customer_066,Lamp,Home & Kitchen,Agra,North,2.0,23945.88,5,45497.17,8107.34,UPI,Cancelled
ORD0192,2025-08-21,CUST0025,Customer_013,Headphones,Electronics,Jaipur,West,5.0,8143.03,10,36643.64,4753.87,Net Banking,Completed
ORD0193,2025-08-22,CUST0032,Customer_096,Dumbbells,Sports,Agra,North,1.0,6044.02,20,4835.22,773.18,COD,Cancelled
ORD0194,2025-08-23,CUST0002,Customer_060,Moisturizer,Beauty,Agra,North,4.0,21330.78,20,68258.5,3654.39,Debit Card,Completed
ORD0195,2025-08-25,CUST0031,Customer_056,Cricket Bat,Sports,Lucknow,North,2.0,5530.36,10,9954.65,1999.4,UPI,Completed
ORD0196,2025-08-26,CUST0016,Customer_097,Mouse,Electronics,Lucknow,North,1.0,19632.59,10,17669.33,1511.67,COD,Returned
ORD0197,2025-08-27,CUST0050,Customer_063,Smartwatch,Electronics,Mumbai,West,4.0,4591.69,15,15611.75,2426.2,Net Banking,Returned
ORD0198,2025-08-28,CUST0005,Customer_055,Football,Sports,Lucknow,North,4.0,12196.38,20,39028.42,4972.84,Credit Card,Completed
ORD0199,2025-08-30,CUST0085,Customer_090,Running Shoes,Sports,Pune,West,2.0,17120.08,20,27392.13,2548.57,Credit Card,Cancelled
ORD0200,2025-08-31,CUST0060,Customer_011,Cricket Bat,Sports,Mumbai,West,5.0,24001.54,15,102006.55,12677.55,Net Banking,Returned
ORD0201,2025-09-01,CUST0099,Customer_093,Dumbbells,Sports,Chandigarh,North,2.0,8319.5,15,14143.15,2550.61,COD,Cancelled
ORD0202,2025-09-02,CUST0041,Customer_001,Jeans,Clothing,Mumbai,West,5.0,3588.68,0,17943.4,3261.01,Credit Card,Returned
ORD0203,2025-09-03,CUST0028,Customer_075,Cricket Bat,Sports,Delhi,North,2.0,1249.13,15,2123.52,437.94,Credit Card,Completed
ORD0204,2025-09-05,CUST0008,Customer_077,Smartwatch,Electronics,Delhi,North,5.0,4009.17,15,17038.97,2597.5,UPI,Completed
ORD0205,2025-09-06,CUST0031,Customer_100,Keyboard,Electronics,Lucknow,North,1.0,23925.58,20,19140.46,2440.77,Debit Card,Returned
ORD0206,2025-09-07,CUST0094,Customer_096,Lamp,Home & Kitchen,Bengaluru,South,4.0,9064.58,5,34445.4,2400.13,Credit Card,Returned
ORD0207,2025-09-08,CUST0036,Customer_068,Headphones,Electronics,Hyderabad,South,1.0,9733.91,5,9247.21,481.65,UPI,Completed
ORD0208,2025-09-10,CUST0002,Customer_013,Smartphone,Electronics,Chandigarh,North,2.0,20028.24,15,34048.01,4932.44,Net Banking,Returned
ORD0209,2025-09-11,CUST0078,Customer_089,T-Shirt,Clothing,Chandigarh,North,2.0,5848.01,0,11696.02,1464.33,Credit Card,Returned
ORD0210,2025-09-12,CUST0032,Customer_094,Perfume,Beauty,Mumbai,West,3.0,22207.05,20,53296.92,5712.44,UPI,Returned
ORD0211,2025-09-13,CUST0086,Customer_022,Mouse,Electronics,Agra,North,5.0,5760.27,15,24481.15,1487.76,Debit Card,Completed
ORD0212,2025-09-14,CUST0095,Customer_079,Lipstick,Beauty,Agra,North,5.0,17226.86,15,73214.15,15635.4,Debit Card,Returned
ORD0213,2025-09-16,CUST0019,Customer_023,Football,Sports,Pune,West,5.0,14881.59,10,66967.15,7333.55,Net Banking,Returned
ORD0214,2025-09-17,CUST0003,Customer_065,Smartphone,Electronics,Mumbai,West,2.0,530.49,0,1060.98,210.44,COD,Completed
ORD0215,2025-09-18,CUST0041,Customer_013,Jacket,Clothing,Agra,North,1.0,14010.6,10,12609.54,1104.66,UPI,Returned
ORD0216,2025-09-19,CUST0014,Customer_034,Lipstick,Beauty,Pune,West,2.0,21047.11,15,35780.09,7125.49,Net Banking,Completed
ORD0217,2025-09-20,CUST0010,Customer_024,Shampoo,Beauty,Lucknow,North,5.0,3380.44,20,13521.76,2415.97,Debit Card,Completed
ORD0218,2025-09-22,CUST0045,Customer_020,Running Shoes,Sports,Pune,West,5.0,1018.06,15,4326.75,373.24,UPI,Returned
ORD0219,2025-09-23,CUST0024,Customer_034,Running Shoes,Sports,Lucknow,North,2.0,14168.67,15,24086.74,1458.71,Credit Card,Completed
ORD0220,2025-09-24,CUST0058,Customer_031,Face Wash,Beauty,Lucknow,North,3.0,1746.21,20,4190.9,834.76,COD,Completed
ORD0221,2025-09-25,CUST0092,Customer_047,Yoga Mat,Sports,Jaipur,West,1.0,2488.43,15,2115.17,132.22,Debit Card,Completed
ORD0222,2025-09-27,CUST0047,Customer_091,Moisturizer,Beauty,Pune,West,1.0,10704.83,15,9099.11,1357.89,COD,Completed
ORD0223,2025-09-28,CUST0077,Customer_094,Mouse,Electronics,Chandigarh,North,1.0,14269.08,5,13555.63,1584.68,Net Banking,Completed
ORD0224,2025-09-29,CUST0093,Customer_064,Bottle,Home & Kitchen,Lucknow,North,3.0,6704.63,5,19108.2,4290.67,Net Banking,Returned
ORD0225,2025-09-30,CUST0039,Customer_035,Smartphone,Electronics,Mumbai,West,5.0,17738.67,5,84258.68,5571.21,UPI,Completed
ORD0226,2025-10-01,CUST0024,Customer_089,Face Wash,Beauty,Pune,West,4.0,3544.33,0,14177.32,2839.36,COD,Cancelled
ORD0227,2025-10-03,CUST0054,Customer_095,Perfume,Beauty,Chandigarh,North,3.0,7107.62,5,20256.72,2114.6,Credit Card,Completed
ORD0228,2025-10-04,CUST0057,Customer_021,Dumbbells,Sports,Pune,West,1.0,12343.01,10,11108.71,694.63,COD,Completed
ORD0229,2025-10-05,CUST0014,Customer_057,Smartphone,Electronics,Bengaluru,South,3.0,24095.84,20,57830.02,3495.92,Net Banking,Completed
ORD0230,2025-10-06,CUST0019,Customer_089,Running Shoes,Sports,Agra,North,3.0,18211.35,20,43707.24,7127.17,Net Banking,Returned
ORD0231,2025-10-08,CUST0086,Customer_033,Headphones,Electronics,Kolkata,East,2.0,18084.2,5,34359.98,2328.51,UPI,Cancelled
ORD0232,2025-10-09,CUST0070,Customer_070,Dumbbells,Sports,Agra,North,2.0,13700.88,0,27401.76,4348.87,Credit Card,Completed
ORD0233,2025-10-10,CUST0098,Customer_016,Dress,Clothing,Mumbai,West,2.0,16705.44,0,33410.88,6141.07,Debit Card,Cancelled
ORD0234,2025-10-11,CUST0064,Customer_032,Perfume,Beauty,Hyderabad,South,3.0,11643.22,10,31436.69,6515.43,Net Banking,Returned
ORD0235,2025-10-12,CUST0027,Customer_040,Shoes,Clothing,Jaipur,West,5.0,16592.85,15,70519.61,15804.55,Credit Card,Returned
ORD0236,2025-10-14,CUST0097,Customer_042,Jeans,Clothing,Delhi,North,1.0,2625.55,10,2363.0,547.85,COD,Completed
ORD0237,2025-10-15,CUST0011,Customer_012,Face Wash,Beauty,Bengaluru,South,3.0,9696.37,10,26180.2,3618.48,Credit Card,Returned
ORD0238,2025-10-16,CUST0048,Customer_082,Perfume,Beauty,Kolkata,East,5.0,15974.19,0,79870.95,10318.86,Credit Card,Returned
ORD0239,2025-10-17,CUST0027,Customer_040,Perfume,Beauty,Pune,West,2.0,8124.01,10,14623.22,1793.1,UPI,Returned
ORD0240,2025-10-18,CUST0070,Customer_019,Mouse,Electronics,Bengaluru,South,4.0,20563.32,20,65802.62,9085.02,UPI,Returned
ORD0241,2025-10-20,CUST0034,Customer_004,Mixer,Home & Kitchen,Bengaluru,South,5.0,24607.52,20,98430.08,19197.52,COD,Completed
ORD0242,2025-10-21,CUST0020,Customer_034,Lamp,Home & Kitchen,Bengaluru,South,5.0,14125.97,0,70629.85,3946.29,Credit Card,Cancelled
ORD0243,2025-10-22,CUST0011,Customer_066,Chair,Home & Kitchen,Kolkata,East,2.0,3035.49,15,5160.33,582.45,COD,Returned
ORD0244,2025-10-23,CUST0028,Customer_090,Smartphone,Electronics,Mumbai,West,3.0,22031.6,5,62790.06,6207.93,UPI,Cancelled
ORD0245,2025-10-25,CUST0057,Customer_023,Cookware Set,Home & Kitchen,Jaipur,West,1.0,18569.88,5,17641.39,3524.14,UPI,Cancelled
ORD0246,2025-10-26,CUST0040,Customer_028,Face Wash,Beauty,Lucknow,North,4.0,18560.58,5,70530.2,8112.44,UPI,Returned
ORD0247,2025-10-27,CUST0053,Customer_046,Shampoo,Beauty,Delhi,North,4.0,21699.75,20,69439.2,3932.89,COD,Returned
ORD0248,2025-10-28,CUST0006,Customer_091,Face Wash,Beauty,Delhi,North,3.0,1759.62,5,5014.92,903.46,Debit Card,Completed
ORD0249,2025-10-29,CUST0078,Customer_084,Shoes,Clothing,Hyderabad,South,5.0,13802.21,10,62109.94,8232.81,UPI,Completed
ORD0250,2025-10-31,CUST0073,Customer_028,T-Shirt,Clothing,Pune,West,3.0,24327.58,10,65684.47,13188.94,COD,Cancelled
ORD0251,2025-11-01,CUST0038,Customer_053,Headphones,Electronics,Bengaluru,South,4.0,15986.7,15,54354.78,3941.6,Net Banking,Returned
ORD0252,2025-11-02,CUST0059,Customer_078,Headphones,Electronics,Kolkata,East,4.0,7741.25,10,27868.5,1807.22,UPI,Returned
ORD0253,2025-11-03,CUST0055,Customer_016,Chair,Home & Kitchen,Jaipur,West,2.0,16794.78,0,33589.56,8323.68,Net Banking,Completed
ORD0254,2025-11-05,CUST0020,Customer_067,Shampoo,Beauty,Lucknow,North,2.0,14461.73,20,23138.77,1451.45,COD,Completed
ORD0255,2025-11-06,CUST0096,Customer_065,Running Shoes,Sports,Kolkata,East,1.0,16829.25,0,16829.25,1059.19,Net Banking,Returned
ORD0256,2025-11-07,CUST0020,Customer_029,Shampoo,Beauty,Kolkata,East,2.0,4371.17,20,6993.87,1232.75,Debit Card,Returned
ORD0257,2025-11-08,CUST0034,Customer_091,Perfume,Beauty,Jaipur,West,5.0,24277.93,15,103181.2,24774.45,UPI,Completed
ORD0258,2025-11-09,CUST0083,Customer_065,Headphones,Electronics,Agra,North,5.0,11970.59,5,56860.3,13161.8,UPI,Cancelled
ORD0259,2025-11-11,CUST0013,Customer_061,Football,Sports,Delhi,North,3.0,11352.46,15,28948.77,2645.87,UPI,Completed
ORD0260,2025-11-12,CUST0064,Customer_062,Chair,Home & Kitchen,Jaipur,West,1.0,8669.86,20,6935.89,955.13,Credit Card,Completed
ORD0261,2025-11-13,CUST0039,Customer_055,Mouse,Electronics,Kolkata,East,1.0,15541.54,20,12433.23,1480.11,UPI,Cancelled
ORD0262,2025-11-14,CUST0019,Customer_076,Lamp,Home & Kitchen,Lucknow,North,5.0,23256.84,20,93027.36,11992.64,Net Banking,Cancelled
ORD0263,2025-11-15,CUST0025,Customer_091,Running Shoes,Sports,Delhi,North,2.0,23889.99,5,45390.98,8818.5,Net Banking,Completed
ORD0264,2025-11-17,CUST0082,Customer_019,Lipstick,Beauty,Agra,North,2.0,16732.71,0,33465.42,4726.9,COD,Returned
ORD0265,2025-11-18,CUST0063,Customer_029,Smartwatch,Electronics,Delhi,North,2.0,8230.7,0,16461.4,3923.49,UPI,Completed
ORD0266,2025-11-19,CUST0073,Customer_039,Jacket,Clothing,Lucknow,North,5.0,550.24,5,2613.64,203.27,COD,Completed
ORD0267,2025-11-20,CUST0040,Customer_002,Shampoo,Beauty,Pune,West,5.0,22590.6,10,101657.7,15939.27,UPI,Completed
ORD0268,2025-11-22,CUST0062,Customer_049,Shampoo,Beauty,Lucknow,North,1.0,2384.49,5,2265.27,525.6,UPI,Completed
ORD0269,2025-11-23,CUST0053,Customer_030,Shampoo,Beauty,Mumbai,West,2.0,10276.28,20,16442.05,1727.67,COD,Returned
ORD0270,2025-11-24,CUST0075,Customer_048,Jacket,Clothing,Lucknow,North,4.0,14607.88,0,58431.52,7958.2,Credit Card,Completed
ORD0271,2025-11-25,CUST0037,Customer_007,Smartwatch,Electronics,Pune,West,4.0,17303.6,5,65753.68,5482.02,COD,Cancelled
ORD0272,2025-11-26,CUST0035,Customer_043,Smartwatch,Electronics,Delhi,North,3.0,928.56,15,2367.83,297.83,Debit Card,Completed
ORD0273,2025-11-28,CUST0031,Customer_004,Mouse,Electronics,Delhi,North,2.0,21090.57,15,35853.97,5806.11,UPI,Cancelled
ORD0274,2025-11-29,CUST0046,Customer_064,Jacket,Clothing,Mumbai,West,3.0,24111.23,15,61483.64,4295.27,Debit Card,Completed
ORD0275,2025-11-30,CUST0037,Customer_042,Lamp,Home & Kitchen,Agra,North,5.0,11625.52,5,55221.22,12701.8,COD,Cancelled
ORD0276,2025-12-01,CUST0059,Customer_047,Chair,Home & Kitchen,Bengaluru,South,2.0,20719.67,0,41439.34,2802.97,COD,Completed
ORD0277,2025-12-03,CUST0086,Customer_053,Dumbbells,Sports,Pune,West,5.0,4107.38,0,20536.9,3213.03,Debit Card,Completed
ORD0278,2025-12-04,CUST0021,Customer_044,Cookware Set,Home & Kitchen,Chandigarh,North,5.0,5107.21,0,25536.05,3868.44,Debit Card,Returned
ORD0279,2025-12-05,CUST0051,Customer_017,Chair,Home & Kitchen,Delhi,North,5.0,11267.88,5,53522.43,7909.52,Debit Card,Returned
ORD0280,2025-12-06,CUST0005,Customer_017,T-Shirt,Clothing,Hyderabad,South,2.0,11697.7,20,18716.32,1489.76,Net Banking,Returned
ORD0281,2025-12-07,CUST0011,Customer_092,Cookware Set,Home & Kitchen,Mumbai,West,3.0,9030.48,15,23027.72,1326.31,Net Banking,Completed
ORD0282,2025-12-09,CUST0048,Customer_052,Lipstick,Beauty,Kolkata,East,4.0,24249.31,10,87297.52,12442.96,Credit Card,Returned
ORD0283,2025-12-10,CUST0051,Customer_053,Lamp,Home & Kitchen,Delhi,North,3.0,22992.75,10,62080.43,10271.57,Debit Card,Completed
ORD0284,2025-12-11,CUST0045,Customer_081,Perfume,Beauty,Lucknow,North,5.0,12069.14,0,60345.7,3735.06,UPI,Completed
ORD0285,2025-12-12,CUST0061,Customer_031,Keyboard,Electronics,Hyderabad,South,3.0,11373.48,20,27296.35,6668.68,Credit Card,Cancelled
ORD0286,2025-12-13,CUST0066,Customer_041,Cookware Set,Home & Kitchen,Lucknow,North,2.0,15923.84,20,25478.14,3101.79,Debit Card,Completed
ORD0287,2025-12-15,CUST0025,Customer_037,Cookware Set,Home & Kitchen,Lucknow,North,2.0,20763.19,10,37373.74,7384.08,UPI,Cancelled
ORD0288,2025-12-16,CUST0066,Customer_063,Running Shoes,Sports,Hyderabad,South,4.0,16565.95,0,66263.8,14523.98,UPI,Completed
ORD0289,2025-12-17,CUST0096,Customer_034,Shampoo,Beauty,Pune,West,3.0,13863.52,15,35351.98,5847.51,Net Banking,Cancelled
ORD0290,2025-12-18,CUST0060,Customer_066,Cookware Set,Home & Kitchen,Pune,West,1.0,12665.42,5,12032.15,1184.52,Credit Card,Completed
ORD0291,2025-12-20,CUST0053,Customer_039,Dumbbells,Sports,Hyderabad,South,2.0,7240.81,10,13033.46,709.09,UPI,Completed
ORD0292,2025-12-21,CUST0086,Customer_031,Mouse,Electronics,Mumbai,West,5.0,5601.31,10,25205.9,4526.06,UPI,Completed
ORD0293,2025-12-22,CUST0053,Customer_024,Shoes,Clothing,Jaipur,West,4.0,17160.65,5,65210.47,12571.96,COD,Cancelled
ORD0294,2025-12-23,CUST0098,Customer_075,Cookware Set,Home & Kitchen,Bengaluru,South,4.0,12568.38,5,47759.84,3666.32,UPI,Returned
ORD0295,2025-12-24,CUST0038,Customer_081,Headphones,Electronics,Kolkata,East,2.0,19640.51,5,37316.97,3927.01,Credit Card,Completed
ORD0296,2025-12-26,CUST0009,Customer_027,Running Shoes,Sports,Kolkata,East,4.0,2816.74,0,11266.96,856.13,Credit Card,Returned
ORD0297,2025-12-27,CUST0056,Customer_076,Lipstick,Beauty,Jaipur,West,3.0,11015.29,0,33045.87,4146.03,Debit Card,Cancelled
ORD0298,2025-12-28,CUST0055,Customer_010,Smartphone,Electronics,Chandigarh,North,5.0,9874.93,10,44437.19,9725.07,Net Banking,Cancelled
ORD0299,2025-12-29,CUST0094,Customer_073,Mixer,Home & Kitchen,Mumbai,West,4.0,3501.14,15,11903.88,2267.79,Net Banking,Returned
ORD0300,2025-12-31,CUST0028,Customer_041,Chair,Home & Kitchen,Lucknow,North,5.0,1490.19,20,5960.76,892.41,Debit Card,Completed
ORD0021,2025-01-25,CUST0031,Customer_094,T-Shirt,Clothing,Hyderabad,South,3.0,8724.34,0,26173.02,2403.06,Credit Card,Completed
ORD0076,2025-04-02,CUST0075,Customer_004,Bottle,Home & Kitchen,Hyderabad,South,4.0,24932.21,5,94742.4,15651.41,UPI,Completed
ORD0151,2025-07-02,CUST0028,Customer_074,Jeans,Clothing,Pune,West,3.0,5942.83,0,17828.49,2650.3,Debit Card,Completed
